step,6576logit,91logit
0,3.546875,15.6875
0,-1.0,19.0
0,-1.0,19.0
0,3.546875,15.6875
0,-1.0,19.0
0,3.546875,15.6875
0,-1.0,19.0
0,3.546875,15.6875
0,-1.0,19.0
0,3.546875,15.6875
0,-1.140625,20.375
0,-0.57421875,18.375
0,-1.140625,20.375
0,-0.57421875,18.375
0,-1.140625,20.375
0,-0.57421875,18.375
0,-1.140625,20.375
0,-0.57421875,18.375
0,-1.140625,20.375
0,-0.57421875,18.375
0,0.474609375,20.875
0,3.4375,15.5625
0,0.474609375,20.875
0,3.4375,15.5625
0,0.474609375,20.875
0,3.4375,15.5625
0,0.474609375,20.875
0,3.4375,15.5625
0,0.474609375,20.875
0,3.4375,15.5625
0,2.5,13.75
0,1.65625,18.0
0,2.5,13.75
0,1.65625,18.0
0,2.5,13.75
0,1.65625,18.0
0,2.5,13.75
0,1.65625,18.0
0,2.5,13.75
0,1.65625,18.0
0,-1.4140625,17.25
0,-0.2197265625,18.625
0,-1.4140625,17.25
0,-0.2197265625,18.625
0,-1.4140625,17.25
0,-0.2197265625,18.625
0,-1.4140625,17.25
0,-0.2197265625,18.625
0,-1.4140625,17.25
0,-0.2197265625,18.625
0,-0.29296875,18.625
0,0.24609375,19.625
0,-0.29296875,18.625
0,0.24609375,19.625
0,-0.29296875,18.625
0,0.24609375,19.625
0,-0.29296875,18.625
0,0.24609375,19.625
0,-0.29296875,18.625
0,0.24609375,19.625
0,2.671875,19.0
0,2.796875,16.375
0,2.671875,19.0
0,2.796875,16.375
0,2.671875,19.0
0,2.796875,16.375
0,2.671875,19.0
0,2.796875,16.375
0,2.671875,19.0
0,2.796875,16.375
0,-0.5,21.125
0,2.671875,14.6875
0,-0.5,21.125
0,2.671875,14.6875
0,-0.5,21.125
0,2.671875,14.6875
0,-0.5,21.125
0,-0.5,21.125
0,2.671875,14.6875
0,1.2265625,18.5
0,2.671875,14.6875
0,1.2265625,18.5
0,-0.65234375,17.875
0,1.2265625,18.5
0,-0.65234375,17.875
0,1.2265625,18.5
0,-0.65234375,17.875
0,1.2265625,18.5
0,-0.65234375,17.875
0,0.82421875,18.875
0,-0.65234375,17.875
0,0.82421875,18.875
0,-1.3984375,16.625
0,0.82421875,18.875
0,-1.3984375,16.625
0,0.82421875,18.875
0,-1.3984375,16.625
0,0.82421875,18.875
0,-1.3984375,16.625
0,3.515625,16.875
0,-1.3984375,16.625
0,3.515625,16.875
0,1.015625,19.125
0,1.015625,19.125
0,1.015625,19.125
0,1.015625,19.125
0,1.015625,19.125
0,1.5,17.0
0,1.5,17.0
0,1.5,17.0
0,1.5,17.0
0,1.5,17.0
0,0.62890625,20.0
0,0.62890625,20.0
0,0.62890625,20.0
0,0.62890625,20.0
0,0.62890625,20.0
0,-0.58984375,17.875
0,-0.58984375,17.875
0,-0.58984375,17.875
0,1.8125,14.8125
0,1.8125,14.8125
0,1.8125,14.8125
0,1.8125,14.8125
0,1.8125,14.8125
0,3.8125,14.0625
0,3.8125,14.0625
0,3.8125,14.0625
0,3.8125,14.0625
0,3.8125,14.0625
0,1.5,19.0
0,1.5,19.0
0,1.5,19.0
0,1.5,19.0
0,1.5,19.0
0,1.25,18.0
0,1.25,18.0
0,1.25,18.0
0,1.25,18.0
0,1.25,18.0
0,2.640625,22.5
0,2.640625,22.5
0,2.640625,22.5
0,2.640625,22.5
0,2.640625,22.5
0,-1.8125,17.875
0,-1.8125,17.875
0,-1.8125,17.875
0,-1.8125,17.875
0,-1.8125,17.875
0,-0.93359375,16.25
0,-0.93359375,16.25
0,-0.93359375,16.25
0,-0.93359375,16.25
0,-0.93359375,16.25
0,1.3359375,18.25
0,1.3359375,18.25
0,1.3359375,18.25
0,1.3359375,18.25
0,1.3359375,18.25
0,1.9453125,19.125
0,1.9453125,19.125
0,1.9453125,19.125
0,1.9453125,19.125
0,1.9453125,19.125
0,0.59375,17.5
0,0.59375,17.5
0,0.59375,17.5
0,0.59375,17.5
0,0.59375,17.5
0,1.625,17.375
0,1.625,17.375
0,1.625,17.375
0,1.625,17.375
0,1.625,17.375
0,2.0,22.75
0,2.0,22.75
0,2.0,22.75
0,2.0,22.75
0,2.0,22.75
0,0.83984375,19.0
0,0.83984375,19.0
0,0.83984375,19.0
0,0.83984375,19.0
0,0.83984375,19.0
0,2.234375,14.375
0,2.234375,14.375
0,2.234375,14.375
0,2.234375,14.375
0,2.234375,14.375
0,3.703125,16.5
0,3.703125,16.5
0,3.703125,16.5
0,3.703125,16.5
0,3.703125,16.5
0,-0.9765625,18.125
0,-0.9765625,18.125
0,-0.9765625,18.125
0,-0.9765625,18.125
0,-0.9765625,18.125
0,-0.2177734375,18.375
0,-0.2177734375,18.375
0,-0.2177734375,18.375
0,-0.2177734375,18.375
0,-0.2177734375,18.375
0,2.828125,13.5625
0,1.109375,16.75
0,1.109375,16.75
0,1.109375,16.75
0,1.109375,16.75
0,1.109375,16.75
0,0.9296875,18.25
0,0.9296875,18.25
0,0.9296875,18.25
0,0.9296875,18.25
0,0.9296875,18.25
0,3.4375,17.125
0,3.4375,17.125
0,3.4375,17.125
0,3.4375,17.125
0,3.4375,17.125
0,3.65625,16.875
0,3.65625,16.875
0,3.65625,16.875
0,3.65625,16.875
0,3.65625,16.875
0,1.65625,18.625
0,1.65625,18.625
0,1.65625,18.625
0,1.65625,18.625
0,1.65625,18.625
0,1.6171875,18.125
0,1.6171875,18.125
0,1.6171875,18.125
0,1.6171875,18.125
0,1.6171875,18.125
0,-0.396484375,17.25
0,-0.396484375,17.25
0,-0.396484375,17.25
0,-0.396484375,17.25
0,-0.396484375,17.25
0,-0.05029296875,17.75
0,-0.05029296875,17.75
0,-0.05029296875,17.75
0,-0.05029296875,17.75
0,-0.05029296875,17.75
0,-0.3203125,16.25
0,-0.3203125,16.25
0,-0.3203125,16.25
0,-0.3203125,16.25
0,-0.3203125,16.25
0,0.8125,17.5
0,0.8125,17.5
0,0.8125,17.5
0,0.8125,17.5
0,0.8125,17.5
0,0.74609375,20.5
0,0.74609375,20.5
0,0.74609375,20.5
0,0.74609375,20.5
0,0.74609375,20.5
0,0.609375,18.25
0,0.609375,18.25
0,0.609375,18.25
0,0.609375,18.25
0,0.609375,18.25
0,3.984375,17.75
0,3.984375,17.75
0,3.984375,17.75
0,3.984375,17.75
0,3.984375,17.75
0,3.6875,16.5
0,3.6875,16.5
0,3.6875,16.5
0,3.6875,16.5
0,3.6875,16.5
0,0.66796875,18.75
0,0.66796875,18.75
0,0.66796875,18.75
0,0.66796875,18.75
0,0.66796875,18.75
0,0.1083984375,18.625
0,0.1083984375,18.625
0,0.1083984375,18.625
0,0.1083984375,18.625
0,-1.09375,18.0
0,0.23828125,16.625
0,0.23828125,16.625
0,0.23828125,16.625
0,0.23828125,16.625
0,0.23828125,16.625
0,1.078125,17.875
0,1.078125,17.875
0,1.078125,17.875
0,1.078125,17.875
0,1.078125,17.875
0,2.640625,17.5
0,2.640625,17.5
0,2.640625,17.5
0,2.640625,17.5
0,2.640625,17.5
0,1.0703125,19.125
0,1.0703125,19.125
0,1.0703125,19.125
0,1.0703125,19.125
0,1.0703125,19.125
0,0.349609375,17.75
0,0.349609375,17.75
0,0.349609375,17.75
0,0.349609375,17.75
0,0.349609375,17.75
0,1.828125,17.5
0,1.828125,17.5
0,1.828125,17.5
0,1.828125,17.5
0,1.828125,17.5
0,0.8125,18.875
0,0.8125,18.875
0,0.8125,18.875
0,0.8125,18.875
0,0.8125,18.875
0,-0.61328125,18.625
0,-0.61328125,18.625
0,-0.61328125,18.625
0,-0.61328125,18.625
0,-0.61328125,18.625
0,4.34375,17.875
0,4.34375,17.875
0,4.34375,17.875
0,4.34375,17.875
0,4.34375,17.875
0,0.2578125,16.875
0,0.2578125,16.875
0,0.2578125,16.875
0,0.2578125,16.875
0,0.2578125,16.875
0,3.375,15.75
0,3.375,15.75
0,3.375,15.75
0,3.375,15.75
0,3.375,15.75
0,-0.146484375,17.0
0,-0.146484375,17.0
0,-0.146484375,17.0
0,-0.146484375,17.0
0,-0.146484375,17.0
0,0.66015625,17.25
0,0.66015625,17.25
0,0.66015625,17.25
0,0.66015625,17.25
0,0.66015625,17.25
0,1.5859375,19.0
0,1.5859375,19.0
0,1.5859375,19.0
0,1.5859375,19.0
0,1.5859375,19.0
0,2.03125,16.875
0,2.03125,16.875
0,2.03125,16.875
0,2.03125,16.875
0,2.03125,16.875
0,3.4375,16.875
0,3.4375,16.875
0,3.4375,16.875
0,3.4375,16.875
0,3.4375,16.875
0,-0.48046875,19.875
0,-0.48046875,19.875
0,-0.48046875,19.875
0,-0.48046875,19.875
0,-0.48046875,19.875
0,1.3828125,18.75
0,1.3828125,18.75
0,1.3828125,18.75
0,1.9609375,16.375
0,1.9609375,16.375
0,1.9609375,16.375
0,1.9609375,16.375
0,1.9609375,16.375
0,-0.69921875,18.0
0,-0.69921875,18.0
0,-0.69921875,18.0
0,-0.69921875,18.0
0,-0.69921875,18.0
0,1.4765625,16.0
0,1.4765625,16.0
0,1.4765625,16.0
0,1.4765625,16.0
0,1.4765625,16.0
0,3.125,16.125
0,3.125,16.125
0,3.125,16.125
0,3.125,16.125
0,3.125,16.125
0,1.1171875,18.125
0,1.1171875,18.125
0,1.1171875,18.125
0,1.1171875,18.125
0,1.1171875,18.125
0,-0.94921875,20.125
0,-0.94921875,20.125
0,-0.94921875,20.125
0,-0.94921875,20.125
0,-0.94921875,20.125
0,1.078125,17.25
0,1.078125,17.25
0,1.078125,17.25
0,1.078125,17.25
0,1.078125,17.25
0,0.90625,19.75
0,0.90625,19.75
0,0.90625,19.75
0,0.90625,19.75
0,0.90625,19.75
0,1.1171875,18.25
0,1.1171875,18.25
0,1.1171875,18.25
0,1.1171875,18.25
0,1.1171875,18.25
0,-0.70703125,19.125
0,-0.70703125,19.125
0,-0.70703125,19.125
0,-0.70703125,19.125
0,-0.70703125,19.125
0,0.98046875,18.0
0,0.98046875,18.0
0,0.98046875,18.0
0,0.98046875,18.0
0,0.98046875,18.0
0,3.34375,19.0
0,3.34375,19.0
0,3.34375,19.0
0,3.34375,19.0
0,3.34375,19.0
0,4.375,14.25
0,4.375,14.25
0,4.375,14.25
0,4.375,14.25
0,4.375,14.25
0,-0.83203125,17.5
0,-0.83203125,17.5
0,-0.83203125,17.5
0,-0.83203125,17.5
0,2.90625,15.5
0,1.546875,21.125
0,1.546875,21.125
0,1.546875,21.125
0,1.546875,21.125
0,1.546875,21.125
0,3.875,16.875
0,3.875,16.875
0,3.875,16.875
0,3.875,16.875
0,3.875,16.875
0,2.859375,19.25
0,2.859375,19.25
0,2.859375,19.25
0,2.859375,19.25
0,2.859375,19.25
0,0.79296875,18.375
0,0.79296875,18.375
0,0.79296875,18.375
0,0.79296875,18.375
0,0.79296875,18.375
0,0.48828125,17.625
0,0.48828125,17.625
0,0.48828125,17.625
0,0.48828125,17.625
0,0.48828125,17.625
0,1.78125,18.25
0,1.78125,18.25
0,1.78125,18.25
0,1.78125,18.25
0,1.78125,18.25
0,1.015625,20.125
0,1.015625,20.125
0,1.015625,20.125
0,1.015625,20.125
0,1.015625,20.125
0,-0.9765625,15.9375
0,-0.9765625,15.9375
0,-0.9765625,15.9375
0,-0.9765625,15.9375
0,-0.9765625,15.9375
0,0.80078125,18.5
0,0.80078125,18.5
0,0.80078125,18.5
0,0.80078125,18.5
0,0.80078125,18.5
0,0.49609375,18.5
0,0.49609375,18.5
0,0.49609375,18.5
0,0.49609375,18.5
0,0.49609375,18.5
0,1.21875,18.25
0,1.21875,18.25
0,1.21875,18.25
0,1.21875,18.25
0,1.21875,18.25
0,3.6875,17.625
0,3.6875,17.625
0,3.6875,17.625
0,3.6875,17.625
0,3.6875,17.625
0,0.921875,19.0
0,0.921875,19.0
0,0.921875,19.0
0,0.921875,19.0
0,0.921875,19.0
0,0.71875,22.625
0,0.71875,22.625
0,0.71875,22.625
0,0.71875,22.625
0,0.71875,22.625
0,1.328125,16.875
0,1.328125,16.875
0,1.328125,16.875
0,1.328125,16.875
0,1.328125,16.875
0,2.84375,14.4375
0,2.84375,14.4375
0,2.84375,14.4375
0,2.84375,14.4375
0,2.84375,14.4375
0,0.65625,18.375
0,0.65625,18.375
0,0.65625,18.375
0,0.65625,18.375
0,0.65625,18.375
0,0.2275390625,17.25
0,0.2275390625,17.25
0,0.2275390625,17.25
0,0.2275390625,17.25
0,0.2275390625,17.25
0,3.78125,19.25
0,3.515625,16.875
0,3.515625,16.875
0,3.515625,16.875
0,1.9296875,18.875
0,1.9296875,18.875
0,1.9296875,18.875
0,1.9296875,18.875
0,1.9296875,18.875
0,0.43359375,19.0
0,0.43359375,19.0
0,0.43359375,19.0
0,0.43359375,19.0
0,0.43359375,19.0
0,3.453125,17.25
0,3.453125,17.25
0,3.453125,17.25
0,3.453125,17.25
0,3.453125,17.25
0,-2.140625,16.625
0,-2.140625,16.625
0,-2.140625,16.625
0,-2.140625,16.625
0,-2.140625,16.625
0,0.52734375,16.125
0,0.52734375,16.125
0,0.52734375,16.125
0,0.52734375,16.125
0,0.52734375,16.125
0,1.5703125,16.875
0,1.5703125,16.875
0,1.5703125,16.875
0,1.5703125,16.875
0,1.5703125,16.875
0,0.240234375,17.875
0,0.240234375,17.875
0,0.240234375,17.875
0,0.240234375,17.875
0,0.240234375,17.875
0,-0.447265625,16.5
0,-0.447265625,16.5
0,-0.447265625,16.5
0,-0.447265625,16.5
0,-0.447265625,16.5
0,0.373046875,17.5
0,0.373046875,17.5
0,0.373046875,17.5
0,0.373046875,17.5
0,0.373046875,17.5
0,3.03125,16.875
0,3.03125,16.875
0,3.03125,16.875
0,3.03125,16.875
0,3.03125,16.875
0,2.65625,21.375
0,-0.58984375,17.875
0,2.65625,21.375
0,-0.58984375,17.875
0,2.65625,21.375
0,4.15625,15.5625
0,2.65625,21.375
0,4.15625,15.5625
0,2.65625,21.375
0,4.15625,15.5625
0,-1.453125,16.125
0,4.15625,15.5625
0,-1.453125,16.125
0,4.15625,15.5625
0,-1.453125,16.125
0,0.490234375,18.125
0,-1.453125,16.125
0,0.490234375,18.125
0,-1.453125,16.125
0,0.490234375,18.125
0,2.421875,20.125
0,0.490234375,18.125
0,2.421875,20.125
0,0.490234375,18.125
0,2.421875,20.125
0,3.046875,14.1875
0,2.421875,20.125
0,3.046875,14.1875
0,2.421875,20.125
0,3.046875,14.1875
0,0.0054931640625,20.125
0,3.046875,14.1875
0,0.0054931640625,20.125
0,3.046875,14.1875
0,0.0054931640625,20.125
0,1.3671875,18.0
0,0.0054931640625,20.125
0,1.3671875,18.0
0,0.0054931640625,20.125
0,1.3671875,18.0
0,1.3671875,18.0
0,1.34375,16.375
0,1.3671875,18.0
0,1.34375,16.375
0,1.0390625,18.375
0,1.34375,16.375
0,1.0390625,18.375
0,1.34375,16.375
0,1.0390625,18.375
0,1.0390625,18.375
0,1.0390625,18.375
0,2.75,17.625
0,2.75,17.625
0,2.75,17.625
0,2.75,17.625
0,2.75,17.625
0,0.46875,18.625
0,0.46875,18.625
0,0.46875,18.625
0,0.46875,18.625
0,0.46875,18.625
0,-1.3203125,17.75
0,-1.3203125,17.75
0,-1.3203125,17.75
0,-1.3203125,17.75
0,-1.3203125,17.75
0,0.98046875,19.375
0,0.98046875,19.375
0,0.98046875,19.375
0,0.98046875,19.375
0,0.98046875,19.375
0,2.890625,16.75
0,2.890625,16.75
0,2.890625,16.75
0,2.890625,16.75
0,2.890625,16.75
0,0.66015625,18.0
0,0.66015625,18.0
0,0.66015625,18.0
0,0.66015625,18.0
0,0.66015625,18.0
0,0.0267333984375,17.75
0,0.0267333984375,17.75
0,0.0267333984375,17.75
0,0.0267333984375,17.75
0,0.0267333984375,17.75
0,2.8125,16.625
0,2.8125,16.625
0,2.8125,16.625
0,2.8125,16.625
0,2.8125,16.625
0,2.390625,20.875
0,2.390625,20.875
0,2.390625,20.875
0,2.390625,20.875
0,2.390625,20.875
0,0.031494140625,17.625
0,0.031494140625,17.625
0,0.031494140625,17.625
0,0.031494140625,17.625
0,0.031494140625,17.625
0,0.90625,18.125
0,0.90625,18.125
0,0.90625,18.125
0,0.90625,18.125
0,0.90625,18.125
0,3.796875,19.0
0,3.796875,19.0
0,3.796875,19.0
0,3.796875,19.0
0,3.796875,19.0
0,2.828125,13.5625
0,2.828125,13.5625
0,2.828125,13.5625
0,2.828125,13.5625
0,2.359375,19.625
0,2.359375,19.625
0,2.359375,19.625
0,2.359375,19.625
0,2.359375,19.625
0,1.3671875,17.625
0,1.3671875,17.625
0,1.3671875,17.625
0,1.3671875,17.625
0,1.3671875,17.625
0,2.4375,20.125
0,2.4375,20.125
0,2.4375,20.125
0,2.4375,20.125
0,2.4375,20.125
0,1.53125,21.5
0,1.53125,21.5
0,1.53125,21.5
0,1.53125,21.5
0,1.53125,21.5
0,-0.79296875,16.875
0,-0.79296875,16.875
0,-0.79296875,16.875
0,-0.79296875,16.875
0,-0.79296875,16.875
0,-0.267578125,18.375
0,-0.267578125,18.375
0,-0.267578125,18.375
0,-0.267578125,18.375
0,-0.267578125,18.375
0,1.671875,16.375
0,0.6640625,19.125
0,0.6640625,19.125
0,0.6640625,19.125
0,0.6640625,19.125
0,0.6640625,19.125
0,0.0859375,19.375
0,0.0859375,19.375
0,0.0859375,19.375
0,0.0859375,19.375
0,0.0859375,19.375
0,3.375,17.5
0,3.375,17.5
0,3.375,17.5
0,3.375,17.5
0,3.375,17.5
0,0.388671875,18.5
0,0.388671875,18.5
0,0.388671875,18.5
0,0.388671875,18.5
0,0.388671875,18.5
0,4.75,20.5
0,4.75,20.5
0,4.75,20.5
0,4.75,20.5
0,4.75,20.5
0,0.46875,17.25
0,0.46875,17.25
0,0.46875,17.25
0,0.46875,17.25
0,0.46875,17.25
0,1.7890625,20.875
0,1.7890625,20.875
0,1.7890625,20.875
0,1.7890625,20.875
0,1.7890625,20.875
0,1.921875,18.625
0,1.921875,18.625
0,1.921875,18.625
0,1.921875,18.625
0,1.921875,18.625
0,-1.1015625,17.375
0,-1.1015625,17.375
0,-1.1015625,17.375
0,-1.1015625,17.375
0,-1.1015625,17.375
0,3.03125,22.375
0,3.03125,22.375
0,3.03125,22.375
0,3.03125,22.375
0,3.03125,22.375
0,-0.033447265625,18.375
0,-0.033447265625,18.375
0,-0.033447265625,18.375
0,-0.033447265625,18.375
0,-0.033447265625,18.375
0,2.28125,14.875
0,2.28125,14.875
0,2.28125,14.875
0,2.28125,14.875
0,2.28125,14.875
0,0.9921875,16.875
0,0.9921875,16.875
0,0.9921875,16.875
0,0.9921875,16.875
0,0.9921875,16.875
0,0.169921875,18.125
0,0.169921875,18.125
0,0.169921875,18.125
0,0.169921875,18.125
0,0.169921875,18.125
0,1.5,20.0
0,1.5,20.0
0,1.5,20.0
0,1.5,20.0
0,1.5,20.0
0,2.796875,17.875
0,2.796875,17.875
0,2.796875,17.875
0,2.796875,17.875
0,2.796875,17.875
0,3.515625,18.5
0,3.515625,18.5
0,3.515625,18.5
0,3.515625,18.5
0,3.515625,18.5
0,0.1083984375,18.625
0,3.453125,15.875
0,3.453125,15.875
0,3.453125,15.875
0,3.453125,15.875
0,3.453125,15.875
0,0.60546875,16.25
0,0.60546875,16.25
0,0.60546875,16.25
0,0.60546875,16.25
0,0.60546875,16.25
0,-0.0262451171875,18.5
0,-0.0262451171875,18.5
0,-0.0262451171875,18.5
0,-0.0262451171875,18.5
0,-0.0262451171875,18.5
0,4.1875,22.0
0,4.1875,22.0
0,4.1875,22.0
0,4.1875,22.0
0,4.1875,22.0
0,-1.8046875,18.625
0,-1.8046875,18.625
0,-1.8046875,18.625
0,-1.8046875,18.625
0,-1.8046875,18.625
0,1.546875,17.375
0,1.546875,17.375
0,1.546875,17.375
0,1.546875,17.375
0,1.546875,17.375
0,3.234375,21.125
0,3.234375,21.125
0,3.234375,21.125
0,3.234375,21.125
0,3.234375,21.125
0,1.796875,19.75
0,1.796875,19.75
0,1.796875,19.75
0,1.796875,19.75
0,1.796875,19.75
0,0.1875,18.25
0,0.1875,18.25
0,0.1875,18.25
0,0.1875,18.25
0,0.1875,18.25
0,-0.515625,17.125
0,-0.515625,17.125
0,-0.515625,17.125
0,-0.515625,17.125
0,-0.515625,17.125
0,0.197265625,18.375
0,0.197265625,18.375
0,0.197265625,18.375
0,0.197265625,18.375
0,0.197265625,18.375
0,3.984375,12.375
0,3.984375,12.375
0,3.984375,12.375
0,3.984375,12.375
0,3.984375,12.375
0,-0.33203125,19.375
0,-0.33203125,19.375
0,-0.33203125,19.375
0,-0.33203125,19.375
0,-0.33203125,19.375
0,3.59375,17.125
0,3.59375,17.125
0,3.59375,17.125
0,3.59375,17.125
0,3.59375,17.125
0,-0.09765625,20.25
0,-0.09765625,20.25
0,-0.09765625,20.25
0,-0.09765625,20.25
0,-0.09765625,20.25
0,4.40625,16.875
0,4.40625,16.875
0,4.40625,16.875
0,4.40625,16.875
0,4.40625,16.875
0,3.796875,15.8125
0,3.796875,15.8125
0,3.796875,15.8125
0,3.796875,15.8125
0,3.796875,15.8125
0,-0.51953125,19.75
0,-0.51953125,19.75
0,-0.51953125,19.75
0,2.734375,16.875
0,-0.51953125,19.75
0,2.734375,16.875
0,-0.51953125,19.75
0,2.734375,16.875
0,2.734375,16.875
0,2.734375,16.875
0,1.296875,20.0
0,1.296875,20.0
0,1.296875,20.0
0,1.296875,20.0
0,1.296875,20.0
0,1.8046875,16.5
0,1.8046875,16.5
0,1.8046875,16.5
0,1.8046875,16.5
0,1.8046875,16.5
0,2.421875,19.75
0,2.421875,19.75
0,2.421875,19.75
0,2.421875,19.75
0,2.421875,19.75
0,1.0625,16.125
0,1.0625,16.125
0,1.0625,16.125
0,1.0625,16.125
0,1.0625,16.125
0,2.765625,21.0
0,2.765625,21.0
0,2.765625,21.0
0,2.765625,21.0
0,2.765625,21.0
0,2.21875,21.25
0,2.21875,21.25
0,2.21875,21.25
0,2.21875,21.25
0,2.21875,21.25
0,2.3125,22.375
0,2.3125,22.375
0,2.3125,22.375
0,2.3125,22.375
0,2.3125,22.375
0,-0.84765625,20.0
0,-0.84765625,20.0
0,-0.84765625,20.0
0,-0.84765625,20.0
0,-0.84765625,20.0
0,2.171875,18.875
0,2.171875,18.875
0,2.171875,18.875
0,2.171875,18.875
0,2.171875,18.875
0,2.90625,21.0
0,2.90625,21.0
0,2.90625,21.0
0,2.90625,21.0
0,2.90625,21.0
0,0.97265625,16.75
0,0.97265625,16.75
0,0.97265625,16.75
0,0.97265625,16.75
